,Unnamed: 0,data,label
47466,47466,i feel like i should be faithful to tea because that was my first true love,1
978,978,i love that a person can express their own individuality with make up as well as feeling more confident and secure in themselves,1
69948,69948,i feel devastated embarrassed humiliated resentful confused lost rageful ashamed helpless victimized despair a loss of identity feelings of worthlessness shame shame shame humiliation vulnerable terrified loss of control dark spiteful cold detached empty,0
65962,65962,i havent really done any outfit posts for a while so im feeling a bit bashful,4
17681,17681,i dont i feel discontent and like i dont measure up to the people who do have time and money and creativity that i dont have,0
43733,43733,im feeling cranky and homesick and will not be a lot of fun,3
53578,53578,i feel its vital that we add today to the end,1
43977,43977,ive actually had to work on that memory with emdr several times because to this day i feel so ashamed and sad about the way he treated that woman,0
41189,41189,i didnt care about the amount the gesture was very symbolic to me and made me feel accepted and kind of like part of the family,2
7254,7254,i just cant stand to see them feel so miserable,0
29896,29896,i think that main concern about user these days is that many drug addicts call themselves service users and many of us feel insulted to be in the same class as them as we have done nothing to get this illness it s not self inflicted,3
66635,66635,i bought them when i was feeling crappy and they all look the same on me,0
22641,22641,i feel a bit humiliated,0
38359,38359,i do very well and feel relieved just talking about clearing the cobwebs of psychopathology how that affects my life now and what i m working on within me to overcome or at least manage it,1
33705,33705,im here now is because im feeling a little bit depressed again,0
30448,30448,i ever made a customer feel unwelcome or like they didnt want to come back,0
4618,4618,i am so lucky that today is just an experience and unlike so many will have the comfort that in days i can eat to feel satisfied once again,1
7948,7948,i feel like listening to something sentimental im certainly not going to pull up stupid stupid am i,0
47429,47429,ive been thinking a lot lately about how the presence of the lord is where i am made beautiful regardless of how i feel im no stranger to feeling ugly,0
53471,53471,i just need to savour this and pen this down so that on days that i feel jaded cynical worthless resulting in me wanting to look for a new opportunity which is what i have been feeling lately this would serve as a reminder to me,0
53035,53035,i so want to be free to hear gods voice and follow with joy rather than wandering around feeling burdened by feeling like im doing everything wrong,0
53252,53252,i have to be really honest though i still miss wally too but when i think of thomas i feel respected when i think of wally i feel overwhelming love and resignation why does it have to be so hard,1
65460,65460,i was so impressed by the sheer professionalism of the set up and organisation and i have a feeling this competition will quickly become highly respected,1
1262,1262,i guess you could say that the worst part is that im not sad or upset about it on the contrary i keep myself feeling pretty delighted while i move to my destruction,1
29405,29405,i feel a bit isolated from everyone and everything,0
57654,57654,i feel angry and hurt sometimes just hurt,3
6603,6603,i and hafiz speak of the same almost disembodied and depersonalized and yet overwhelming feeling of ecstatic love,1
6144,6144,i need to feel assured i need to feel secure,1
12060,12060,i feel like a heartless bitch,3
25841,25841,i feel so ungrateful when i am confused at the way she does things sometimes,0
1997,1997,i feel a bit nostalgic about my double jogging stroller days,2
59101,59101,i feel very elegant suddenly portman said of wearing the dress,1
8174,8174,i have friends that feel outraged at injustice at their treatment at work and i feel their bitterness and it chokes me,3
32542,32542,i am having a hard time adjusting to the lack of communication as it frustrates me to always feel confused,4
33359,33359,i feel really free i feel that i can grow wings amp fly,1
7439,7439,i get high from the newness of it all i like the wild west feeling of each day i know that s a lame analogy but you know what i mean,0
27050,27050,i feel glad today is my birthday non formal one,1
30176,30176,i feel i tell him about feeling crappy all the time,0
8541,8541,i feel assured that i will remember my lunch,1
9838,9838,i really think that the enemy is feeling threatened and so hes working overtime to create hardships for those who are working to further the kingdom of god,4
30161,30161,i tried to use to many long words as i feel at time it can get a little bit boring and up tight and my readers are laid back and easy going,0
46908,46908,i am feeling real discouraged also because i cant run,0
38682,38682,i could feel their eyes although i saw no one at the dirty windows as i scurried toward the door,0
69610,69610,i am so happy but then after that total sadness comes to me then i feel contented but then i feel like something is missing i feel inspired then i feel disappointed,1
63232,63232,i feel appalled with the idea of even thinking that copyrighting apis can be a good idea even if they are just suggesting it,3
10296,10296,i leave feeling offended he tried to pull a move,3
41521,41521,i must say every time i get to feeling terrified and panicky i get a big sale on one of my web venues or something else presents itself that makes me feel like it is a sign that i need to take a deep breath and stop worrying,4
8237,8237,i need to be intentional to do more things like that i think as a mom sometimes it can feel like you lose some of your personality b c as smart as my kids are their sense of humor is me making a silly face and chasing them around the house like a monster,1
64498,64498,i am feeling apprehensive about my exams i need to get revision notes sorted and ready so i can get cracking,4
18258,18258,i feel like it was an acceptable alternative for those who dont have the colors she used especially because the shimmer she used was long discontinued and currently difficult to find,1
61550,61550,i feel sickened mrs gentle said,2
9799,9799,i do have the necessary tools but not being able to feel anything i m a little curious about how i ll feel and perform when i do get married and my wife and i do make love,5
49011,49011,i feel greedy and guilty because i feel bad about wanting her to ditch her other priorities for me,3
61266,61266,i feel that all my deeds are not accepted,1
12971,12971,i feel very honoured to have so many readers who can share join in my views thoughts feelings every day encounters,1
11376,11376,im feeling a bit mournful like i really have walked away from those wondrous seminary years and experiences,0
70022,70022,i feel i m not ungrateful but i feel bad because there s so many great people out there who are dying to get these kinds of jobs,0
19566,19566,i still feel a bit dazed and disoriented about the whole thing,5
38563,38563,i want to because i m tired of sitting in my room every night crying myself to sleep making everybody else suffer with me amp feel sorry for me,0
67124,67124,ive made the most of every square inch of the bedroom i share with flash without it feeling messy and cluttered,0
26523,26523,im feeling much more eager about the former than the latter for some reason ive had trouble staying fully awake through the first three sessions of the latter,1
55490,55490,i am really nervous for eoy but a couple of tips left me feeling calm,1
11421,11421,i remembered recently that when i was a little kid if i was doing i shouldnt if someone said to me even in a perfectly nice way please dont do that i would feel devastated and think they were angry with me,0
12096,12096,after a difficult exam when i had not hoped to take it and had got a high mark when you present someone with something and he feels glad,1
66288,66288,i feel very invigorated probably because i just drank my second cup of coffee today and to be honest i havent eaten much aside from a couple pieces of toast and a little at a bbq hassan invited me too,1
69956,69956,i feel why this kind of people impatient to wait on their turn at petrol station and think for short cut way to get faster way to do that,3
27515,27515,i dont lose a lot of sleep over these dreams but i dont like waking up feeling stressed and confused,3
67193,67193,i guess i was feeling brave,1
43966,43966,i have observed benefits in my own world as a result of participating in try fasting i feel more gratitude i became more compassionate and aware of others in need i feel more optimistic and most significantly i feel hope for our future,2
23469,23469,i feel inadequate to give you hellip a href http suicideproject,0
23444,23444,i left feeling quite dissatisfied with the whole thing specifically that she dictated to me that i should be on meds and did not discuss with me why she thought this was necessary nor what other lifestyle options there might be to reduce my risks etc,3
35862,35862,i had a couple options for how i could spend my summer but wasnt really feeling especially strong about any of them,1
37732,37732,im so sad and mad im not your cutie or darling im a fucking girl with feelings and im not a toy to be fucked around with fucking get it you fucking morons,3
29916,29916,i have a degree in practical theology and christian ethics but feel highly sceptical about the possibility of the latter,4
55661,55661,i truly feel what you all contribute to the blog world especially with regard to educating writers is so valuable,1
16602,16602,i feel badly but its so funny,5
36329,36329,im so tired tonight i was feeling discouraged about my spinning but im really actually quite happy with it,0
9733,9733,i feel like i ve befriended chef s and am definitely friendly with chef m,1
32132,32132,im beginning to feel extremely aggravated at these contractions i keep having especially when they last all night and go away the next morning,3
41473,41473,i feel sad angry puzzled confused depressed,0
65496,65496,i got to seniors and was on the grand prix that first year that i had that nauseous feeling and my legs felt shaky,4
57994,57994,i will feel successful as a volunteer when,1
45192,45192,i can honestly say i feel like a better mom when i try to do less,1
63935,63935,i know of love only in my own heart and when reading of such a feeling i note the many troubled poets who spent their entire educated lives devoting themselves to making sense of this foolish emotion that has yet to come with a universal definition,0
31142,31142,i feel rich and rewarded simply by having family and friends,1
59171,59171,i just had a bit more trouble connecting and id read but often feel like i just didnt have anything to add anymore and the connections i had seemed to not be as strong as i thought they were so i was a bit discouraged and not sure how much effort to put in,1
55741,55741,i feel more insecure when i cant predict what is going to be paint in our life,4
63349,63349,i feel like a jellyfish in water i float and am admired at times but my direction is not always certain,2
2210,2210,i have such a great group of kiddos and feel so blessed to have the job i do,2
3585,3585,i prefer to start my days with savoury breakfasts because i feel like starting them with sweet ones is like starting my day off on the wrong foot,2
25013,25013,i just feel soo complacent today,1
5101,5101,i have to admit at this point i was feeling the tinge of jealousy in a loving sister way as i have been trucking along on our long term diet with subtle healing and she was feeling fantastic after weeks on the beachbody diet,2
28287,28287,i feel timid about my search,4
2217,2217,i feel like its rude,3
63729,63729,i do makes you feel welcomed to hurt me and to hurl abuse like it meant nothing,1
52919,52919,i feel like being sincere though especially because ive been pulling lines like that out of my ass all day long,1
47662,47662,i have not been posting much but i am feeling a bit needy,0
41236,41236,i don t feel pretty enough smart enough successful enough,1
48280,48280,i feel guilty because we dont take a dozen pictures a day of him,0
25079,25079,i feel like ive started a conveyor belt and im sitting on it terrified but its too late to get off she laughed again more nervously this time,4
68063,68063,i have only experienced that about times like real hunger where your tummy hurts and you feel like your gonna pass out and you only have like juice or something but thank you god thats it not part of my life like other unfortunate people,0
1683,1683,i feel so supportive and sympathetic,2
69805,69805,i know that s a tad extreme it really isn t but i feel insulted as a nikon user just because this camera exists,3
67640,67640,i feel her all around me when i am in hollywood which by the way there is a lovely girl who does marilyn on the walk of fame really great,2
56723,56723,i am feeling a lot better now and have an even stronger desire to just keep on keepin on,1
17976,17976,i feel that there were some successful moments that worked because of the controversial post modernist nature of the piece a failed method,1
41877,41877,i have a feeling he was truly amazing before he got involved with the branch,5
14765,14765,i feel so insecure i know that i i know that i just need you like ive never done before help me if you can im feeling down and i do appreciate you being round help me get my feet back on the ground wont you please please help me,4
17962,17962,i have many posts planned for the new year and perhaps a few changes too if im feeling brave enough,1
38404,38404,i am feeling really pleased with myself today as i have put the final stitches into the winter fairy which i have been working on this mo,1
63883,63883,i feel like doing an entry because of this that veeery intelligent title xd all in all i decided to do it like nana and write morr often stuff into my journal i think i only use it to let off pressure or to flash random things,1
12358,12358,i can already feel the sweet music of love flowing through our lives,2
24204,24204,i keep feeling like i lost my last chance with my one true love,0
26276,26276,i can get pretty drained and feeling needy quickly if i cant get a good hug fix,0
28496,28496,i feel messy right now,0
53921,53921,i feel like i owe her a tribute or something for being a brill friend she never lets her emotions or feelings get in the way of other things she is always there for you and just a fab person to be around and she doesnt even know shes doing it,1
21623,21623,i did was to get this inexpensive yet inspiring journal and designated it my feel fabulous journal,1
13041,13041,i feel dignified and justified in bemoaning the state of affairs vehemently,1
57502,57502,i was feeling completely overwhelmed and just tired,5
26895,26895,i could feel the bitter tears lodged in the back of my throat,3
47042,47042,i have often heard them talk about how a terrible loss or an unfortunate accident has left them feeling hopeless vacant and alone,0
64141,64141,i feel helpless but i sure as hell understand being in a dark place struggling with yourself,4
30876,30876,i do have nice working relationships with our client offices over the phone so talking with them does often feel like talking with casual friends,1
10946,10946,i cannot believe i am picking them but i feel they are the most talented,1
69446,69446,i really wanted him to feel happy too but i guess you cant get into the mind of a two year old and ask where they want to go,1
41026,41026,i feel you are scared of post marriage events,4
38671,38671,i wake up and it feels like i m aching all the way to my goddamn bones because i m so tense at night,0
4238,4238,i suddenyl feel enraged because i hate seeing her like this,3
42567,42567,i feel so rich having met you and to own some of your jewelry i also appreciate the special order you made for me thanks so much,1
67932,67932,i feel like a vain little shit im the only one looking at the cameraaa,0
3630,3630,i am really loving the idea of having a knee length dress that feels a little more casual,1
61973,61973,im amazed at how i can feel so loved and cared for when i cant even see your faces,2
50406,50406,i feel like a hypocrite when im giving my friend who recently broke up with her fianc e advice i cant even take myself what the heck is wrong with me,0
22259,22259,i feel for animals is of course not the romantic love dr,2
41113,41113,i feel irritable i paint,3
68579,68579,i feel very lucky that we were not really affected but david and i are so tired of being cooped up that we have started running errands just to get out of the house,1
20716,20716,im feeling just a little bit clever right now as i am just home from a pub quiz having been part of the winning team,1
49254,49254,i have to pay neither of which will ever go away its my night off and im relaxing with otis redding bob seger and stevie ray vaughan and im feeling more than a little bit impatient for i dont know what,3
58570,58570,i always feel a bit more delicate in them as oppossed to how i normally feel like a bull in a china cabinet,2
65123,65123,i said before i am feeling sentimental,0
63520,63520,id say the first day of the year was pretty great nevertheless i feel extremely discontent at the moment a far cry from how i felt just a week ago,0
49020,49020,i could easily have missed it but as i did not i feel privileged,1
34094,34094,i hate my virgo moon and its crippling inability to let me feel worthwhile,1
41323,41323,i just feel inadequate ugly bad and like ill never measure up,0
53645,53645,ill make it up when im feeling especially cute later this year,1
39200,39200,i keep telling people that i am dissertating and i feel weird using the word,5
28221,28221,i know that people who experienced the s feel privileged but i feel that way about the s,1
15089,15089,i hate feeling this hateful and unsympathetic towards someone i consider family,3
18057,18057,i feel really unsure,4
64964,64964,i feel so fake now my laughs have become so forced and they come out as an unatural and choked sound,0
44713,44713,im feeling so reluctant to move on,4
31449,31449,i still always feel happy everytime i see them,1
54083,54083,i do feel amazing come show time and i do have the time of my life on and off stage,1
58496,58496,im hyper in my mind but my body kind of stays the way it always is but its still a bit shaky on the inside because it needs to go and do something crazy but theres nothing crazy to do so you just sit down but feel really agitated and like you could lose your shit any second,3
3363,3363,i feel stressed because you are somewhat tensed up amp unconsciously or not venting it out on me,0
58359,58359,i have one daughter home from school and one day care child and im feeling very resentful i just cant lay in bed all day and nurse myself,3
15562,15562,i can t sit around and feel regretful people get sick every now and then but any missed opportunity should serve as a reminder to each of us that our lives bring us only so many chances,0
26887,26887,i feel so much longing god is longing to manifest her perfection through me experience life through me and to have an experience of being embodied to feel limitation and separateness and yet know the underlying reality of her own perfection through me,2
59273,59273,i feel to glad that this blog must be helpful knowledgeable and explorable,1
38352,38352,i feel filofax is beaten swiftly by franklin covey day timer and even dayrunner,0
39677,39677,i was feeling nostalgic so i went and watched older videos and read older bn posts and heres what ive noticed about this guy there was a time when he did things perfectly e,2
12055,12055,i have lost more weight and as i am feeling more confident in myself i wanted to start caring about my appearance more,1
48028,48028,i feel bribe is such an ugly word,0
21576,21576,i came home feeling drained,0
28361,28361,i find myself feeling sentimental pretty much every day,0
18027,18027,i feel burdened with her but now it s weird to lost her,0
7022,7022,i think of hours in the kitchen baking all those cookies i feel even more exhausted,0
39360,39360,i feel more than joyful more than excited in the dream,1
54480,54480,i feel like sometimes people think my life is always horrible,0
7169,7169,im feeling very very nostalgic right now,2
34923,34923,i have the tendency to feel envious so keeping notes on things i d like to do someday helps direct it from helplessness to something i can do,3
29033,29033,i know i will feel less bothered,3
33864,33864,i sit here i am having a delicious cool chocolate mousse and feeling pretty contented with life,1
29758,29758,i was shocked at how large they were especially since i didnt feel too hot i hadnt walked very much and i didnt feel them swelling i usually do,2
44259,44259,i feel groggy from uneasy sleep,0
12362,12362,i am feeling generous you have a chose you can either have me enter you or you can mouth me all the way,1
39927,39927,i likely will leave and not return to the group because i will feel defeated and left out as well as frustrated,0
34214,34214,i cant hardly stand to be in tampa i feel stressed until i hit the outskirts and take one of the country roads to our house then i feel like i can exhale,0
8582,8582,i feel the vile sadist working its reins again,3
4678,4678,i really did forget how good it feels to feel content,1
42946,42946,i am feeling stressed and more than a bit anxious,0
45778,45778,i love that i don t know why but it feels as when i have dirty feet i feel adventurous,0
30961,30961,i am feeling so overwhelmed by work the demands of life and my obligations to others that there is no time for myself,5
68729,68729,ive the feeling im going to get weepy and not be able to sleep over all this shite,0
50532,50532,i should do things just because i feel passionate about them and not because of that reason,1
45614,45614,i accept erestor whispered feeling bashful,4
9453,9453,i see a female stereotype in a movie i feel hostile towards it will this movie justify the use of this stereotype,3
12767,12767,i feel so horrible and i dont have anyone to tell this to,0
35917,35917,i cld take away from it was how frilly or superficial e movie felt and i rmbr feeling how i quite hated it which is really sad because e book is just amazing,0
38070,38070,i keep feeling like i should be disturbed by this but i know if i left i would most likely a spend money i really dont have or b buy food,0
44480,44480,i not feel contented,1
52044,52044,i don t enjoy feeling disappointed,0
55700,55700,i like feeling smart ok lol sometimes i wonder how people see me and what they think of me,1
63372,63372,i feel so useless and i dont want anything like this,0
1918,1918,i give to my students to help them calm down and regain focus just before big performances events or anytime they feel stressed,0
53127,53127,i feel as if i am an aching abyss of need,0
25874,25874,i also feel overwhelmed by to do lists,4
43116,43116,i feel quite jolly inside despite the fact that we have school tomorrow,1
40707,40707,i feel kind of bitchy,3
19426,19426,i know you might find this blog post quite weird but im feeling a bit weird today so i might not make as much sense as before,5
60973,60973,i feel hesitant about what to do with myself but i grow less afraid each day,4
3449,3449,i absolutely feel vulnerable when i play live and when i write and record my music,4
67028,67028,i am so tired of feeling lost in my own life and my own marriage,0
40460,40460,i feel assured that the guns are locked away in the gun safe making it impossible for any of the children to access them,1
52299,52299,i never feel like im being judged by them never feel like they think their children and more talented,1
3996,3996,im really feeling rich,1
36253,36253,i finished typing the blog and dont have anything to add i feel like little rabbit who could hop around and just be cute,1
20441,20441,i am in a place where i am forced to find that feeling again when the environment is less supportive,2
25164,25164,i feel so lucky to be his wife and hope that i have the opportunity to remind him every day,1
12311,12311,i think this is a yes and no certainly part of the issue has been me looking back on my life and feeling unhappy or unfulfilled how it has gone this is predominantly from a work point of view,0
6452,6452,i feel kind of desperately needy sometimes,0
49244,49244,i didnt feel awkward or uncomfortable when reading this book,0
47345,47345,i feel for her on that aspect as noone should ever be abused but i also didnt like the way that she treated people,0
59495,59495,i was feeling virtuous and housewifely,1
4724,4724,i entered into its compound i felt indescribable feeling of peace and love i could literally feel his presence and loving arms around me,2
63081,63081,i actually feel really pissed off to the point that if i go into labour i dont him there,3
50666,50666,i am pondering i feel dissatisfied,3
44637,44637,i can understand not feeling very supportive at times,2
12713,12713,i have to say at this point i had already drank my limit of beers and was feeling damn horny as it had been a couple months since i d last gotten laid,2
37960,37960,i am going to have to override the psychic interference that i feel if i am to be successful communicating messages of truth,1
46974,46974,i feel that theyre sincere enough to change me to a better person,1
5565,5565,i was really happy cause i was feeling sort of shitty when everyone last minute bailed on me and i would have probably been cool to go alone anyway since i got seperated from my friend for like of the time,0
7618,7618,i really do need religion and a group to feel accepted,2
16665,16665,i feel about money we cant create any more wealth in this economy rich people you have it all,1
20124,20124,i blogged the last fet and i feel itd be pretty dull if i just rehashed the entire thing again,0
36674,36674,winning a race that i had been training for,1
40236,40236,i feel cheated but it s still really cute,1
45552,45552,i am a workaholic and the feeling is that communicating with women in a dating manner gets me easily distracted so i avoid them,3
40832,40832,i dont know about you ladies but i have been eating and eating so much this past weekend i feel like i need to spend the next weeks at the gym now on to the good stuff,1
24698,24698,i cry for her because i fear she feels unloved and unwanted,0
32422,32422,i hope you ll have fun with my playful posts this month and feel free to play along on igram with the shuttersisters prompts,1
26187,26187,i probably wouldnt say this if i wasnt still drunk but im still feeling a little slutty,2
32582,32582,im still not feeling miserable and im on maternity leave now so all there is to do is wait,0
38552,38552,i feel guilt and discontentment where i want life to be so much more than it is where i am convinced that i am missing out on a better life and missing out on god s expectations for me,1
53577,53577,im just feeling so lonely,0
68910,68910,i would get high and physically feel good but my mind would berate me to no end,1
45823,45823,i watched this film avidly but i left the theater feeling empty and disappointed,0
66532,66532,i feel desperately unhappy,0
23746,23746,im really upset at myself and i know thats not a good way to motivate or stay motivated but it is how i feel totally defeated,0
41346,41346,i was left feeling somewhat agitated unsatisfied and unsettled by the non ending even though i did expect a lack of resolution,3
40410,40410,im not noticing any different body habits or patterns changing this week but i feel like this exercise is really good at strengthening my side bodies,1
30162,30162,im feeling your pain gorgeous,1
15594,15594,i do not write in search of praise or recognition but it is an amazing feeling to be read and admired,2
29666,29666,i feel like they dont get it no matter how sympathetic they might be because of their own perspectives,2
35618,35618,i dutifully turned up at the health centre this morning feeling cool and calm and more than a little pleased with myself,1
31535,31535,i didn t feel like the players need go dinner together but they need to be fiercely loyal on field,2
44937,44937,i think this will be a fun glitter to use for a th of july manicure any other holiday featuring blue or whenever i feel festive,1
358,358,i feel stuiped shamed of myself,0
68768,68768,i throw a rock and feel as graceful as a new born calf as my legs splay out underneath me,1
31489,31489,i feel that this is a vital component needed to complete the learning lesson,1
59985,59985,i hate that sometimes i feel compassionate that i care at all and its like a betrayel to myself,2
25169,25169,i shall feel through splendid cities pierced with light her sweet madness floats very slowly on the water,1
40313,40313,i am feeling greedy,3
6987,6987,i am very flattered by this but it also makes me feel strange to accept gifts when i am giving you nothing in return but books that i hope will make you cry in public,4
52863,52863,i feel like the chance was missed though,0
68708,68708,im feeling particularly pleasant i will also load the conveyer belt with the scanning bar facing the cashier,1
38002,38002,i find myself feeling restless,4
29997,29997,i am facing and feeling determined to prove to myself i can do it,1
30533,30533,i feel like the spots were he kicks a lot are getting a little bit more tender,2
59353,59353,im feeling quite ecstatic over this new development,1
33697,33697,i am feeling such a sense of dryness and longing for refreshing a flood of gods presence to come and revive us again,2
19780,19780,i feel like i am back to my precious high school time where the wushu members were just as funny as they are,1
33025,33025,i began to feel the unpleasant ache and then noticed my nose kind of hurt,0
39976,39976,i have been living in rainy hamburg germany ive been at home with my two little girls feeling homesick at times learning how to express myself in a new language trying to remember who i am to rediscover my freedom and to keep moving forward with gratitude in this new life,0
28008,28008,i feel that sweet spot and im excited,1
67889,67889,i feel hopeful that we may be able to provide some of the feed requirements for a milk cow or a couple of dairy goats right here on our land,1
13790,13790,i can remember the love i feel for our sweet friends the a href http mechoate,2
6291,6291,i feel that we should not be complacent on this,1
57241,57241,i thought that if i turned to anyone for help i would be manipulating them so i stopped reaching out for help which left me feeling isolated,0
58462,58462,i hadnt eaten and had been up for nearly four hours and was feeling shaky and the pms is in full swing,4
35798,35798,i am feeling so gracious i would like to recommend a couple of posts for you to read,1
28866,28866,i such as this software program a good deal is since i feel that i am not just carrying out casual gaming but fairly understanding something and savoring the method totally all round,1
49626,49626,i feel that when people try to promote positive body image it is at the expense of another type of body,1
7661,7661,i felt like i was a mess i took the sacrament and i didn t feel anything i broke my fast nuttin,0
26423,26423,i feel like everyone in the world is fake to me i hate myself i really do,0
28256,28256,i feel less dazed,5
1318,1318,i stand for a minute feeling extremely stupid then hesitantly walk towards the huge iron doors,0
46628,46628,i feel like im being a horrible failure as a mother because my child is on a pretty fervent terrible two kick,0
36485,36485,i feel honored to have the opportunity live painting for teen vogue its always an inspiring magazine that i love to spend some quality time reading,1
53304,53304,i feel glad i kept an open heart to learn and receive whatever it had to offer me,1
60060,60060,i can see or feel about it is the divine possibility of being with you away alone for one long golden day at last anywhere,1
65857,65857,i have been doing that i feel that i am getting another dimension to this that unless if how i am feeling about myself is positive and more in alignment with who i really am then my vibration is going to negatively impact what i am trying to do,1
10642,10642,i realized this sadness might actually help me in conflict when i learned in our textbook that sadness and depression may help in conflict resolution because the feelings are so unpleasant that we are moved to find new solutions to problems,0
2788,2788,ive started to feel that uncomfortableness of i cant sit cant stand cant lay without something aching pulling or stretching,0
52576,52576,i did it because my breasts are a part of me an important part and now i feel amazing and most importantly like myself again with slightly bigger boobs img src http www,1
42252,42252,i feel tragic because they will not let me snuggle them,0
67556,67556,i hope to see you all there in your party wear and since im feeling generous ill leave you with a sneaky picture of our day at the clockworks taken by ewan mathers,2
16480,16480,i have to let go of their hands which adds to the frustration cause i feel rude not taking part in it,3
51614,51614,i cant cover all of it in days worth of posts but i tried to include the major things i feel blessed to have,1
61113,61113,i feel enraged by your voice will these wounds ever heal,3
18463,18463,i could feel are aching,0
62857,62857,ive been feeling so thankful lately not just because of thanksgiving last week but also because of the big changes made to my life a couple of weeks ago,1
62723,62723,im back to feeling gloomy sigh in the meantime im online a lot looking for distraction and anything that makes me laugh,0
21474,21474,i feel so pleased that it seems that i have passed on this love to my children too,1
34930,34930,i know what you are going to say i only gave birth in february i am doing really well to be running like i am only movie stars lose all their baby weight straight away and then its because they have personal trainers etc etc etc and your right and yet i still feel unhappy with myself,0
52541,52541,i feel regretful but i still have chance to make up,0
49021,49021,i don t know how but you can make take out dinner in school roof top feel romantic,2
9436,9436,i explained to the counselor how i was feeling and mentioned that i was feeling very hopeless and wanted to take some pills with a bottle of wine and hopefully end up in the hospital,0
60553,60553,i feel so carefree around him i would willingly dance in the rain if it means hed watch me or come dance with me,1
63611,63611,im feeling unloved its just that i was reflecting on friendships over the past several years and other relationships with people through groups and sometimes my friendships have a tendancy to sort of die off,0
5759,5759,i feel abotu any couple im impressed,5
18704,18704,i feel it is rude to force people to give up their personal information,3
15249,15249,i comply though my legs feel shaky and my knickers are dangling between my knees making it decidedly difficult to stand up and keep my balance at the same time,4
8401,8401,i still feel a bitter taste interview to alfredo versace a href http neapolitanclub,3
23200,23200,i feel bad that i made her angry,0
18748,18748,i do have a snobbish attitude to these sorts of activities and feel that they detract from more acceptable forms of recreation but i just don t see how being important in world of warcraft will help you in your job,1
350,350,i get the same feeling as you with my throat when i think about loosing someone sometimes your brain cant handle it that s ok sometimes you just need to take a breather at school,1
29502,29502,i can still feel his gorgeous tongue in my mouth,1
47237,47237,i started to actually feel him i use to scare myself thinking he was mad at me that he was going to leave me then one way i was writing and i thought about how he must see me and before i knew what was happening i was writing his thoughts he kept saying why does she do that to herslef,3
45423,45423,i think you will start to feel left out and deprived and then you will be tempted to eat bad and cheat,0
19853,19853,i meet in supermarkets banks dentists etc make me feel like im weird,4
29328,29328,i feel lonely and i cant help but to have this strong urge of turning to a certain someone,0
70678,70678,im sitting talking to my home boy and im feeling pretty cool about it,1
47661,47661,i think ive already mentioned that i live on the campus of a boarding school so how can i feel isolated you ask,0
8559,8559,i feel overwhelmed and profoundly sad,5
57443,57443,i realized that what all this amounts to is that i feel vulnerable,4
48403,48403,i chose to start this series because i am blessed to be surrounded by so many talented peers locally and abroad and i feel like so often those talented people have to fight to be heard and to share their passion with others,1
8020,8020,i admired asked me out to lunch in a way that made me feel really valuable,1
59265,59265,im feeling really positive about mine,1
46112,46112,i feel the exam doesnt require more than two and a half months to months of studies and if you are sincere you can do it in under months too,1
49660,49660,i feel slightly dissatisfied,3
9482,9482,i want it to feel a little messy and a lot real,0
60278,60278,i think probably beatrix potter or something my mum was always getting us books and reading to us as infants she gave me a catcher in the rye when i was about or i remember feeling really smug and mature reading it all i remember of it really is that it seemed to be steaming and moist,1
56083,56083,i feel insecure about maybe myself,4
353,353,i feel carefree and can laugh my possible worries away,1
26137,26137,i cant shake the feeling that there must be a deeper explanation for why julie andrews just seems so painfully miscast as the troubled hitchcock heroine in torn curtain,0
69585,69585,i feel that if we were to decide not to have another child then i would go back to sad and angry all the time,0
30756,30756,i often feel overwhelmed by the task of mothering grace and whit in this world because i feel dismayed at the immense pressures on them and at my role in these because i want so desperately to do right by them,4
35390,35390,i started feeling slightly shaky but not bad,4
62191,62191,i can feel pissed off at not feeling anything at all,3
15410,15410,i feel blessed taeyang i feel blessed a href http tykd,1
28150,28150,i admit i m feeling a bit selfish because i m the one that is getting so much more than what money can buy,3
27036,27036,i can articulate it but i feel more determined and committed now,1
9936,9936,i couldn t go home because i was feeling agitated and i didn t want to run the risk of seeing julie again or letting mom see me like this,4
66747,66747,i still feel kind of dazed headspinny but my ears also still feel kind of weird so i imagine thats related,5
62043,62043,i feel assured that sometime soon i can make a real contribution,1
68218,68218,i feel sentimental when a href http wp,0
8819,8819,i feel disgusted and raw i hate myself i miss my mom i know that her being here would make this so much easier,3
52811,52811,i have this distinct feeling im not going to get my money back that the issue is never going to be resolved,1
5002,5002,i feel like this is another precious truth that has been given to me,1
46780,46780,i always woke up uncomfortably hot feeling dazed and always took a moment to realize where and when i was and if i should have left for home yet,5
59581,59581,i was walking in the countryside alone when i came across two dogs who began barking at me i did not know whether they were tied up or loose,4
52709,52709,i could feel more and more cold creep up,3
71,71,im not posting this with any expectations or demands but if you feel you want to id be delighted of course,1
7919,7919,i feel that you deserve atleast one intelligent friend like me,1
15573,15573,im that daring to even attempt suicide but i guess its the idea of me dying that seems like a way for me to feel even more pathetic and it makes me drown deeper in my self hate,0
66141,66141,i know she has so much to teach us and i feel so honored to get to be her mom,1
26115,26115,i feel the most vulnerable and all i can do is curl up in a ball and stare at nothing,4
64072,64072,i remember i ve said before men like the ambiguity the feeling like to hang around flowers flower in the tender and beautiful soft tis really very good,2
46326,46326,i feel myself so beloved,1
60229,60229,im humbled and feel so blessed to have been able to be his missionary,1
23671,23671,i will be too busy or feel discouraged or regret my previous entries or simply dont feel like sharing my life and thoughts at all,0
